congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
93,house,F000388,Harold,Vernon,Froehlich,NA,1932-05-12,WI,R,FALSE,1973-01-03,40.6
93,house,M001120,John,P.,Murtha,NA,1932-06-17,PA,D,FALSE,1973-01-03,40.5
93,house,C000979,John,Chester,Culver,NA,1932-08-08,IA,D,TRUE,1973-01-03,40.4
93,house,B001102,Yvonne,Brathwaite,Burke,NA,1932-10-05,CA,D,FALSE,1973-01-03,40.2
93,house,B000771,Frank,James,Brasco,NA,1932-10-15,NY,D,TRUE,1973-01-03,40.2
93,house,H000906,William,Herbert,Hudnut,III,1932-10-17,IN,R,FALSE,1973-01-03,40.2
93,house,B000682,David,Reece,Bowen,NA,1932-10-21,MS,D,FALSE,1973-01-03,40.2
93,house,M000291,Romano,Louis,Mazzoli,NA,1932-11-02,KY,D,TRUE,1973-01-03,40.2
93,house,B001153,John,Lowell,Burton,NA,1932-12-15,CA,D,FALSE,1973-01-03,40.1
93,house,S000064,Paul,S.,Sarbanes,NA,1933-02-03,MD,D,TRUE,1973-01-03,39.9
93,house,F000218,Walter,NA,Flowers,NA,1933-04-12,AL,D,TRUE,1973-01-03,39.7
93,house,W000570,Charles,NA,Wilson,NA,1933-06-01,TX,D,FALSE,1973-01-03,39.6
93,house,Y000033,Don,E.,Young,NA,1933-06-09,AK,R,FALSE,1973-01-03,39.6
93,house,F000430,Don,NA,Fuqua,NA,1933-08-20,FL,D,TRUE,1973-01-03,39.4
93,house,F000381,Louis,NA,Frey,Jr.,1934-01-11,FL,R,TRUE,1973-01-03,39.0
93,house,A000103,William,Vollie,Alexander,Jr.,1934-01-16,AR,D,TRUE,1973-01-03,39.0
93,house,H000168,Robert,Paul,Hanrahan,NA,1934-02-25,IL,R,FALSE,1973-01-03,38.9
93,house,G000226,Ronald,Bryan,Ginn,NA,1934-05-31,GA,D,FALSE,1973-01-03,38.6
93,house,G000528,William,Dawson,Gunter,Jr.,1934-07-16,FL,D,FALSE,1973-01-03,38.5
93,house,S000062,Ronald,Arthur,Sarasin,NA,1934-12-31,CT,R,FALSE,1973-01-03,38.0
93,house,D000558,Pierre,Samuel,du Pont,IV,1935-01-22,DE,R,TRUE,1973-01-03,37.9
93,house,S001039,Williamson,Sylvester,Stuckey,Jr.,1935-05-25,GA,D,TRUE,1973-01-03,37.6
93,house,K000086,Jack,French,Kemp,NA,1935-07-13,NY,R,TRUE,1973-01-03,37.5
93,house,D000222,Ronald,Vernie,Dellums,NA,1935-11-24,CA,D,TRUE,1973-01-03,37.1
93,house,M000183,James,Grubbs,Martin,NA,1935-12-11,NC,R,FALSE,1973-01-03,37.1
93,house,M000041,Edward,Rell,Madigan,NA,1936-01-13,IL,R,FALSE,1973-01-03,37.0
93,house,J000266,Barbara,Charline,Jordan,NA,1936-02-21,TX,D,FALSE,1973-01-03,36.9
93,house,D000037,Robert,Williams,Daniel,Jr.,1936-03-17,VA,R,FALSE,1973-01-03,36.8
93,house,H000230,Michael,Joseph,Harrington,NA,1936-09-02,MA,D,TRUE,1973-01-03,36.3
93,house,M000686,Edward,Maurice,Mezvinsky,NA,1937-01-17,IA,D,FALSE,1973-01-03,36.0
93,house,A000219,William,Lester,Armstrong,NA,1937-03-16,CO,R,FALSE,1973-01-03,35.8
93,house,B000244,Robert,Edmund,Bauman,NA,1937-04-04,MD,R,FALSE,1973-01-03,35.8
93,house,O000156,Douglas,Wayne,Owens,NA,1937-05-02,UT,D,FALSE,1973-01-03,35.7
93,house,S001040,Gerry,Eastman,Studds,NA,1937-05-12,MA,D,FALSE,1973-01-03,35.6
93,house,L000360,Jerry,Lon,Litton,NA,1937-05-12,MO,D,FALSE,1973-01-03,35.6
93,house,T000321,David,Gilmer,Towell,NA,1937-06-09,NV,R,FALSE,1973-01-03,35.6
93,house,C000567,Thad,NA,Cochran,NA,1937-12-07,MS,R,FALSE,1973-01-03,35.1
93,house,R000249,Donald,Wayne,Riegle,Jr.,1938-02-04,MI,R,TRUE,1973-01-03,34.9
93,house,C000925,Paul,William,Cronin,NA,1938-03-14,MA,R,FALSE,1973-01-03,34.8
93,house,S001138,Steven,Douglas,Symms,NA,1938-04-23,ID,R,FALSE,1973-01-03,34.7
93,house,S000847,William,Albert,Steiger,NA,1938-05-15,WI,R,TRUE,1973-01-03,34.6
93,house,G000420,William,Joseph,Green,NA,1938-06-24,PA,D,TRUE,1973-01-03,34.5
93,house,G000268,Barry,Morris,Goldwater,Jr.,1938-07-15,CA,R,TRUE,1973-01-03,34.5
93,house,A000224,Leslie,NA,Aspin,NA,1938-07-21,WI,D,TRUE,1973-01-03,34.5
93,house,O000007,David,Ross,Obey,NA,1938-10-03,WI,D,TRUE,1973-01-03,34.3
93,house,H000456,Henry,John,Heinz,III,1938-10-23,PA,R,TRUE,1973-01-03,34.2
93,house,S000836,Robert,Hampton,Steele,NA,1938-11-03,CT,R,TRUE,1973-01-03,34.2
93,house,J000232,James,Robert,Jones,NA,1939-05-05,OK,D,FALSE,1973-01-03,33.7
93,house,R000436,Charles,Grandison,Rose,III,1939-08-10,NC,D,FALSE,1973-01-03,33.4
93,house,B000280,Robin,Leo,Beard,Jr.,1939-08-21,TN,R,FALSE,1973-01-03,33.4
93,house,S000142,Patricia,Scott,Schroeder,NA,1940-07-30,CO,D,FALSE,1973-01-03,32.4
93,house,C000598,William,Sebastian,Cohen,NA,1940-08-28,ME,R,FALSE,1973-01-03,32.4
93,house,M000244,Marvin,Dawson,Mathis,NA,1940-11-30,GA,D,TRUE,1973-01-03,32.1
93,house,H000752,Elizabeth,NA,Holtzman,NA,1941-08-11,NY,D,FALSE,1973-01-03,31.4
93,house,L000447,Trent,NA,Lott,NA,1941-10-09,MS,R,FALSE,1973-01-03,31.2
93,house,S000841,Alan,Watson,Steelman,NA,1942-03-15,TX,R,FALSE,1973-01-03,30.8
93,house,D000125,Mendel,Jackson,Davis,NA,1942-10-23,SC,D,TRUE,1973-01-03,30.2
93,house,B000780,John,B.,Breaux,NA,1944-03-01,LA,D,TRUE,1973-01-03,28.8
93,senate,A000062,George,David,Aiken,NA,1892-08-20,VT,R,TRUE,1973-01-03,80.4
93,senate,M000332,John,Little,McClellan,NA,1896-02-25,AR,D,TRUE,1973-01-03,76.9
93,senate,Y000047,Milton,Ruben,Young,NA,1897-12-06,ND,R,TRUE,1973-01-03,75.1
93,senate,B000384,Wallace,Foster,Bennett,NA,1898-11-13,UT,R,TRUE,1973-01-03,74.1
93,senate,S000701,John,Jackson,Sparkman,NA,1899-12-20,AL,D,TRUE,1973-01-03,73.0
93,senate,C000802,Norris,H.,Cotton,NA,1900-05-11,NH,R,TRUE,1973-01-03,72.6
93,senate,S000174,Hugh,Doggett,Scott,Jr.,1900-11-11,PA,R,TRUE,1973-01-03,72.1
93,senate,E000210,Joseph,Wilson,Ervin,NA,1901-03-03,NC,D,TRUE,1973-01-03,71.8
93,senate,S001136,William,Stuart,Symington,NA,1901-06-26,MO,D,TRUE,1973-01-03,71.5
93,senate,S000852,John,Cornelius,Stennis,NA,1901-08-03,MS,D,TRUE,1973-01-03,71.4
93,senate,R000046,Jennings,NA,Randolph,NA,1902-03-08,WV,D,TRUE,1973-01-03,70.8
93,senate,T000254,J.,Strom,Thurmond,NA,1902-12-05,SC,R,TRUE,1973-01-03,70.1
93,senate,M000113,Michael,Joseph,Mansfield,NA,1903-03-16,MT,D,TRUE,1973-01-03,69.8
93,senate,C000220,Clifford,Philip,Case,NA,1904-04-16,NJ,R,TRUE,1973-01-03,68.7
93,senate,J000064,Jacob,Koppel,Javits,NA,1904-05-18,NY,R,TRUE,1973-01-03,68.6
93,senate,H000875,Roman,Lee,Hruska,NA,1904-08-16,NE,R,TRUE,1973-01-03,68.4
93,senate,E000018,James,Oliver,Eastland,NA,1904-11-28,MS,D,TRUE,1973-01-03,68.1
93,senate,C001006,Carl,Thomas,Curtis,NA,1905-03-15,NE,R,TRUE,1973-01-03,67.8
93,senate,F000401,James,William,Fulbright,NA,1905-04-09,AR,D,TRUE,1973-01-03,67.7
93,senate,M000053,Warren,Grant,Magnuson,NA,1905-04-12,WA,D,TRUE,1973-01-03,67.7
93,senate,F000245,Hiram,Leong,Fong,NA,1906-10-15,HI,R,TRUE,1973-01-03,66.2
93,senate,F000013,Paul,Jones,Fannin,NA,1907-01-29,AZ,R,TRUE,1973-01-03,65.9
93,senate,P000100,John,Orlando,Pastore,NA,1907-03-17,RI,D,TRUE,1973-01-03,65.8
93,senate,B001077,Quentin,Northrup,Burdick,NA,1908-06-19,ND,D,TRUE,1973-01-03,64.5
93,senate,G000267,Barry,Morris,Goldwater,NA,1909-01-01,AZ,R,TRUE,1973-01-03,64.0
93,senate,B000436,Alan,Harvey,Bible,NA,1909-11-20,NV,D,TRUE,1973-01-03,63.1
93,senate,R000191,Abraham,Alexander,Ribicoff,NA,1910-04-09,CT,D,TRUE,1973-01-03,62.7
93,senate,M000671,Lee,Warren,Metcalf,NA,1911-01-28,MT,D,TRUE,1973-01-03,61.9
93,senate,H000953,Hubert,Horatio,Humphrey,Jr.,1911-05-27,MN,I,TRUE,1973-01-03,61.6
93,senate,M001033,Frank,Edward,Moss,NA,1911-09-23,UT,D,TRUE,1973-01-03,61.3
93,senate,C000120,Howard,Walter,Cannon,NA,1912-01-26,NV,D,TRUE,1973-01-03,60.9
93,senate,J000013,Henry,Martin,Jackson,NA,1912-05-31,WA,D,TRUE,1973-01-03,60.6
93,senate,H000170,Clifford,Peter,Hansen,NA,1912-10-16,WY,R,TRUE,1973-01-03,60.2
93,senate,H000291,Philip,Aloysius,Hart,NA,1912-12-10,MI,D,TRUE,1973-01-03,60.1
93,senate,A000127,James,Browning,Allen,NA,1912-12-28,AL,D,TRUE,1973-01-03,60.0
93,senate,S000776,Robert,Theodore,Stafford,NA,1913-08-08,VT,R,TRUE,1973-01-03,59.4
93,senate,T000035,Herman,Eugene,Talmadge,NA,1913-08-09,GA,D,TRUE,1973-01-03,59.4
93,senate,G000531,Edward,John,Gurney,NA,1914-01-12,FL,R,TRUE,1973-01-03,59.0
93,senate,M001121,Edmund,Sixtus,Muskie,NA,1914-03-28,ME,D,TRUE,1973-01-03,58.8
93,senate,C000877,Alan,NA,Cranston,NA,1914-06-19,CA,D,TRUE,1973-01-03,58.5
93,senate,B001209,Harry,Flood,Byrd,Jr.,1914-12-20,VA,I,TRUE,1973-01-03,58.0
93,senate,M000486,Thomas,James,McIntyre,NA,1915-02-20,NH,D,TRUE,1973-01-03,57.9
93,senate,M000445,Gale,William,McGee,NA,1915-03-17,WY,D,TRUE,1973-01-03,57.8
93,senate,S000189,William,Lloyd,Scott,NA,1915-07-01,VA,R,TRUE,1973-01-03,57.5
93,senate,D000409,Peter,Hoyt,Dominick,NA,1915-07-07,CO,R,TRUE,1973-01-03,57.5
93,senate,M000876,Joseph,Manuel,Montoya,NA,1915-09-24,NM,D,TRUE,1973-01-03,57.3
93,senate,P000553,William,NA,Proxmire,NA,1915-11-11,WI,D,TRUE,1973-01-03,57.1
93,senate,H000317,Floyd,Kirk,Haskell,NA,1916-02-07,CO,D,FALSE,1973-01-03,56.9
93,senate,N000033,Gaylord,Anton,Nelson,NA,1916-06-04,WI,D,TRUE,1973-01-03,56.6
93,senate,S000096,William,Bart,Saxbe,NA,1916-06-24,OH,R,TRUE,1973-01-03,56.5
93,senate,T000010,Robert,NA,Taft,Jr.,1917-02-26,OH,R,TRUE,1973-01-03,55.9
93,senate,W000782,Louis,Crosby,Wyman,NA,1917-03-16,NH,R,TRUE,1973-01-03,55.8
93,senate,M000678,Howard,Morton,Metzenbaum,NA,1917-06-04,OH,D,FALSE,1973-01-03,55.6
93,senate,B001210,Robert,C.,Byrd,NA,1917-11-20,WV,D,TRUE,1973-01-03,55.1
93,senate,L000428,Russell,Billiu,Long,NA,1918-11-03,LA,D,TRUE,1973-01-03,54.2
93,senate,P000193,Claiborne,de Borda,Pell,NA,1918-11-22,RI,D,TRUE,1973-01-03,54.1
93,senate,B000200,Dewey,Follett,Bartlett,NA,1919-03-28,OK,R,FALSE,1973-01-03,53.8
93,senate,H000297,Rupert,Vance,Hartke,NA,1919-05-31,IN,D,TRUE,1973-01-03,53.6
93,senate,P000222,Charles,Harting,Percy,NA,1919-09-27,IL,R,TRUE,1973-01-03,53.3
93,senate,B000871,Edward,William,Brooke,III,1919-10-26,MA,R,TRUE,1973-01-03,53.2
93,senate,W000502,Harrison,Arlington,Williams,Jr.,1919-12-10,NJ,D,TRUE,1973-01-03,53.1
93,senate,P000166,James,Blackwood,Pearson,NA,1920-05-07,KS,R,TRUE,1973-01-03,52.7
93,senate,B000401,Lloyd,Millard,Bentsen,Jr.,1921-02-11,TX,D,TRUE,1973-01-03,51.9
93,senate,G000236,John,Herschel,Glenn,Jr.,1921-07-18,OH,D,FALSE,1973-01-03,51.5
93,senate,R000460,William,V.,Roth,Jr.,1921-07-22,DE,R,TRUE,1973-01-03,51.5
93,senate,B000351,Henry,Louis,Bellmon,NA,1921-09-03,OK,R,TRUE,1973-01-03,51.3
93,senate,H000463,Jesse,NA,Helms,NA,1921-10-18,NC,R,FALSE,1973-01-03,51.2
93,senate,H000725,Ernest,F.,Hollings,NA,1922-01-01,SC,D,TRUE,1973-01-03,51.0
93,senate,H000922,Harold,Everett,Hughes,NA,1922-02-10,IA,D,TRUE,1973-01-03,50.9
93,senate,H000343,Mark,Odom,Hatfield,NA,1922-07-12,OR,R,TRUE,1973-01-03,50.5
93,senate,M000452,George,Stanley,McGovern,NA,1922-07-19,SD,D,TRUE,1973-01-03,50.5
93,senate,M000241,Charles,McCurdy,Mathias,Jr.,1922-07-24,MD,R,TRUE,1973-01-03,50.4
93,senate,L000148,Paul,Dominque,Laxalt,NA,1922-08-02,NV,R,FALSE,1973-01-03,50.4
93,senate,B001026,James,Lane,Buckley,NA,1923-03-09,NY,I,TRUE,1973-01-03,49.8
93,senate,D000401,Robert,Joseph,Dole,NA,1923-07-22,KS,R,TRUE,1973-01-03,49.5
93,senate,G000465,Robert,Paul,Griffin,NA,1923-11-06,MI,R,TRUE,1973-01-03,49.2
93,senate,S000888,Ted,F.,Stevens,NA,1923-11-18,AK,R,TRUE,1973-01-03,49.1
93,senate,H000346,William,Dodd,Hathaway,NA,1924-02-21,ME,D,TRUE,1973-01-03,48.9
93,senate,C000388,Frank,Forrester,Church,NA,1924-07-25,ID,D,TRUE,1973-01-03,48.4
93,senate,I000025,Daniel,K.,Inouye,NA,1924-09-07,HI,D,TRUE,1973-01-03,48.3
93,senate,F000268,Wendell,Hampton,Ford,NA,1924-09-08,KY,D,FALSE,1973-01-03,48.3
93,senate,M000346,James,Albertus,McClure,NA,1924-12-27,ID,R,TRUE,1973-01-03,48.0
93,senate,T000322,John,Goodwin,Tower,NA,1925-09-29,TX,R,TRUE,1973-01-03,47.3
93,senate,B000063,Howard,Henry,Baker,Jr.,1925-11-15,TN,R,TRUE,1973-01-03,47.1
93,senate,H000905,Walter,Darlington,Huddleston,NA,1926-04-15,KY,D,FALSE,1973-01-03,46.7
93,senate,S000159,Richard,Schultz,Schweiker,NA,1926-06-01,PA,R,TRUE,1973-01-03,46.6
93,senate,C000721,Marlow,Webster,Cook,NA,1926-07-27,KY,R,TRUE,1973-01-03,46.4
93,senate,B000272,John,Glenn,Beall,Jr.,1927-06-19,MD,R,TRUE,1973-01-03,45.5
93,senate,M000851,Walter,Frederick,Mondale,NA,1928-01-05,MN,I,TRUE,1973-01-03,45.0
93,senate,B000254,Birch,Evans,Bayh,NA,1928-01-22,IN,D,TRUE,1973-01-03,45.0
93,senate,C000448,Richard,Clarence,Clark,NA,1928-09-14,IA,D,FALSE,1973-01-03,44.3
93,senate,S000962,Richard,Bernard,Stone,NA,1928-09-22,FL,D,FALSE,1973-01-03,44.3
93,senate,E000004,Thomas,Francis,Eagleton,NA,1929-09-04,MO,D,TRUE,1973-01-03,43.3
93,senate,C000356,Lawton,Mainor,Chiles,Jr.,1930-04-03,FL,D,TRUE,1973-01-03,42.8
93,senate,G000388,Maurice,Robert,Gravel,NA,1930-05-13,AK,D,TRUE,1973-01-03,42.6
93,senate,S000890,Adlai,Ewing,Stevenson,III,1930-10-10,IL,D,TRUE,1973-01-03,42.2
93,senate,B000851,William,Emerson,Brock,III,1930-11-23,TN,R,TRUE,1973-01-03,42.1
93,senate,A000017,James,George,Abourezk,NA,1931-02-24,SD,D,TRUE,1973-01-03,41.9
93,senate,W000253,Lowell,Palmer,Weicker,Jr.,1931-05-16,CT,R,TRUE,1973-01-03,41.6
93,senate,K000105,Edward,M.,Kennedy,NA,1932-02-22,MA,D,TRUE,1973-01-03,40.9
93,senate,D000407,Pete,V.,Domenici,NA,1932-05-07,NM,R,FALSE,1973-01-03,40.7
93,senate,J000189,John,Bennett,Johnston,Jr.,1932-06-10,LA,D,TRUE,1973-01-03,40.6
93,senate,P000009,Robert,William,Packwood,NA,1932-09-11,OR,R,TRUE,1973-01-03,40.3
93,senate,G000072,Edwin,Jacob,Garn,NA,1932-10-12,UT,R,FALSE,1973-01-03,40.2
93,senate,T000410,John,Varick,Tunney,NA,1934-06-26,CA,D,TRUE,1973-01-03,38.5
93,senate,N000171,Samuel,Augustus,Nunn,NA,1938-09-08,GA,D,TRUE,1973-01-03,34.3
93,senate,B000444,Joseph,R.,Biden,Jr.,1942-11-20,DE,D,FALSE,1973-01-03,30.1
94,house,M000039,Ray,John,Madden,NA,1892-02-25,IN,D,TRUE,1975-01-14,82.9
94,house,P000103,John,William Wright,Patman,NA,1893-08-06,TX,D,TRUE,1975-01-14,81.4
94,house,K000273,John,Carl,Kluczynski,NA,1896-02-15,IL,D,TRUE,1975-01-14,78.9
94,house,B000178,William,Aloysius,Barrett,NA,1896-08-14,PA,D,TRUE,1975-01-14,78.4
94,house,N000113,Robert,Nelson Cornelius,Nix,Sr.,1898-08-09,PA,D,TRUE,1975-01-14,76.4
94,house,H000041,James,Andrew,Haley,NA,1899-01-04,FL,D,TRUE,1975-01-14,76.0
94,house,P000398,William,Robert,Poage,NA,1899-12-28,TX,D,TRUE,1975-01-14,75.0
94,house,P000098,Otto,Ernest,Passman,NA,1900-06-27,LA,D,TRUE,1975-01-14,74.5
94,house,P000218,Claude,Denson,Pepper,NA,1900-09-08,FL,D,TRUE,1975-01-14,74.3
94,house,M000065,George,Herman,Mahon,NA,1900-09-22,TX,D,TRUE,1975-01-14,74.3
94,house,D000211,James,Joseph,Delaney,NA,1901-03-19,NY,D,TRUE,1975-01-14,73.8
94,house,H000437,Felix,Edward,Hébert,NA,1901-10-12,LA,D,TRUE,1975-01-14,73.3
94,house,S001057,Leonor,Kretzer,Sullivan,NA,1902-08-21,MO,D,TRUE,1975-01-14,72.4
94,house,F000209,Daniel,John,Flood,NA,1903-11-26,PA,D,TRUE,1975-01-14,71.1
94,house,S000829,Thomas,Jefferson,Steed,NA,1904-03-02,OK,D,TRUE,1975-01-14,70.9
94,house,P000522,Charles,Melvin,Price,NA,1905-01-01,IL,D,TRUE,1975-01-14,70.0
94,house,P000106,Edward,James,Patten,NA,1905-08-22,NJ,D,TRUE,1975-01-14,69.4
94,house,B001111,Omar,Truman,Burleson,NA,1906-03-19,TX,D,TRUE,1975-01-14,68.8
94,house,J000115,Albert,Walter,Johnson,NA,1906-04-17,PA,R,TRUE,1975-01-14,68.7
94,house,S000472,Joe,NA,Skubitz,NA,1906-05-06,KS,R,TRUE,1975-01-14,68.7
94,house,M001031,Charles,Adams,Mosher,NA,1906-05-07,OH,R,TRUE,1975-01-14,68.7
94,house,S000406,Robert,Lee Fulton,Sikes,NA,1906-06-03,FL,D,TRUE,1975-01-14,68.6
94,house,M000958,Thomas,Ellsworth,Morgan,NA,1906-10-13,PA,D,TRUE,1975-01-14,68.3
94,house,S000135,Herman,Theodore,Schneebeli,NA,1907-07-07,PA,R,TRUE,1975-01-14,67.5
94,house,S000778,Harley,Orrin,Staggers,NA,1907-08-03,WV,D,TRUE,1975-01-14,67.4
94,house,H000367,Augustus,Freeman,Hawkins,NA,1907-08-31,CA,D,TRUE,1975-01-14,67.4
94,house,L000054,Phillip,Mitchell,Landrum,NA,1907-09-10,GA,D,TRUE,1975-01-14,67.3
94,house,J000135,Harold,Terry,Johnson,NA,1907-12-02,CA,D,TRUE,1975-01-14,67.1
94,house,M000340,Robert,NA,McClory,NA,1908-01-31,IL,R,TRUE,1975-01-14,67.0
94,house,D000255,John,Herman,Dent,NA,1908-03-10,PA,D,TRUE,1975-01-14,66.8
94,house,A000073,Carl,Bert,Albert,NA,1908-05-10,OK,D,TRUE,1975-01-14,66.7
94,house,D000041,Dominick,Vincent,Daniels,NA,1908-10-18,NJ,D,TRUE,1975-01-14,66.2
94,house,L000413,Clarence,Dickinson,Long,NA,1908-12-11,MD,D,TRUE,1975-01-14,66.1
94,house,M000778,Wilbur,Daigh,Mills,NA,1909-05-24,AR,D,TRUE,1975-01-14,65.6
94,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,TRUE,1975-01-14,65.6
94,house,R000041,William,Joseph,Randall,NA,1909-07-16,MO,D,TRUE,1975-01-14,65.5
94,house,Y000013,Sidney,Richard,Yates,NA,1909-08-27,IL,D,TRUE,1975-01-14,65.4
94,house,N000009,William,Huston,Natcher,NA,1909-09-11,KY,D,TRUE,1975-01-14,65.3
94,house,M000845,Robert,Homer,Mollohan,NA,1909-09-18,WV,D,TRUE,1975-01-14,65.3
94,house,T000099,Roy,Arthur,Taylor,NA,1910-01-31,NC,D,TRUE,1975-01-14,65.0
94,house,F000078,Millicent,Hammond,Fenwick,NA,1910-02-25,NJ,R,FALSE,1975-01-14,64.9
94,house,B001092,James,Anthony,Burke,NA,1910-03-30,MA,D,TRUE,1975-01-14,64.8
94,house,T000110,Olin,Earl,Teague,NA,1910-04-06,TX,D,TRUE,1975-01-14,64.8
94,house,W000428,Jamie,Lloyd,Whitten,NA,1910-04-18,MS,D,TRUE,1975-01-14,64.7
94,house,M000675,Ralph,Harold,Metcalfe,NA,1910-05-29,IL,D,TRUE,1975-01-14,64.6
94,house,C000201,Tim,Lee,Carter,NA,1910-09-02,KY,R,TRUE,1975-01-14,64.4
94,house,E000273,Joseph,Landon,Evins,NA,1910-10-24,TN,D,TRUE,1975-01-14,64.2
94,house,B000371,Charles,Edward,Bennett,NA,1910-12-02,FL,D,TRUE,1975-01-14,64.1
94,house,S000454,Bernice,Frederic,Sisk,NA,1910-12-14,CA,D,TRUE,1975-01-14,64.1
94,house,F000040,John,G.,Fary,NA,1911-04-11,IL,D,FALSE,1975-01-14,63.8
94,house,H000408,Wayne,Levere,Hays,NA,1911-05-13,OH,D,TRUE,1975-01-14,63.7
94,house,S000622,Virginia,Dodd,Smith,NA,1911-06-30,NE,R,FALSE,1975-01-14,63.5
94,house,B000600,Edward,Patrick,Boland,NA,1911-10-01,MA,D,TRUE,1975-01-14,63.3
94,house,A000118,Clifford,Robertson,Allen,NA,1912-01-06,TN,D,FALSE,1975-01-14,63.0
94,house,R000165,Henry,Schoellkopf,Reuss,NA,1912-02-22,WI,D,TRUE,1975-01-14,62.9
94,house,J000216,Ed,NA,Jones,NA,1912-04-20,TN,D,TRUE,1975-01-14,62.7
94,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,TRUE,1975-01-14,62.6
94,house,S000388,Garner,E.,Shriver,NA,1912-07-06,KS,R,TRUE,1975-01-14,62.5
94,house,W000107,William,Francis,Walsh,NA,1912-07-11,NY,R,TRUE,1975-01-14,62.5
94,house,P000230,Carl,Dewey,Perkins,NA,1912-10-15,KY,D,TRUE,1975-01-14,62.2
94,house,Z000001,Clement,John,Zablocki,NA,1912-11-18,WI,D,TRUE,1975-01-14,62.2
94,house,O000098,Thomas,Phillip,O'Neill,Jr.,1912-12-09,MA,D,TRUE,1975-01-14,62.1
94,house,B001091,J.,Herbert,Burke,NA,1913-01-14,FL,R,TRUE,1975-01-14,62.0
94,house,A000189,Glenn,Malcolm,Anderson,NA,1913-02-21,CA,D,TRUE,1975-01-14,61.9
94,house,R000312,Herbert,Ray,Roberts,NA,1913-03-28,TX,D,TRUE,1975-01-14,61.8
94,house,V000047,Charles,Albert,Vanik,NA,1913-04-07,OH,D,TRUE,1975-01-14,61.8
94,house,C000164,Charles,Joseph,Carney,NA,1913-04-17,OH,D,TRUE,1975-01-14,61.7
94,house,F000319,Lawrence,H.,Fountain,NA,1913-04-23,NC,D,TRUE,1975-01-14,61.7
94,house,E000035,Robert,Christian,Eckhardt,NA,1913-07-16,TX,D,TRUE,1975-01-14,61.5
94,house,S000860,Robert,Grier,Stephens,Jr.,1913-08-14,GA,D,TRUE,1975-01-14,61.4
94,house,J000256,Walter,Beaman,Jones,Sr.,1913-08-19,NC,D,TRUE,1975-01-14,61.4
94,house,L000226,William,NA,Lehman,NA,1913-10-05,FL,D,TRUE,1975-01-14,61.3
94,house,P000328,James,Jarrell,Pickle,NA,1913-10-11,TX,D,TRUE,1975-01-14,61.3
94,house,B000788,John,Bayne,Breckinridge,NA,1913-11-29,KY,D,TRUE,1975-01-14,61.1
94,house,G000537,Tennyson,NA,Guyer,NA,1913-11-29,OH,R,TRUE,1975-01-14,61.1
94,house,C000476,Delwin,Morgan,Clawson,NA,1914-01-11,CA,R,TRUE,1975-01-14,61.0
94,house,F000151,Joseph,Lyman,Fisher,NA,1914-01-11,VA,D,FALSE,1975-01-14,61.0
94,house,U000004,Albert,Conrad,Ullman,NA,1914-03-09,OR,D,TRUE,1975-01-14,60.9
94,house,B000472,Jonathan,Brewster,Bingham,NA,1914-04-24,NY,D,TRUE,1975-01-14,60.7
94,house,D000038,Wilbur,Clarence,Daniel,NA,1914-05-12,VA,D,TRUE,1975-01-14,60.7
94,house,V000024,Lionel,NA,Van Deerlin,NA,1914-07-25,CA,D,TRUE,1975-01-14,60.5
94,house,B000330,Alphonzo,NA,Bell,NA,1914-09-19,CA,R,TRUE,1975-01-14,60.3
94,house,H000438,Kenneth,William,Hechler,NA,1914-09-20,WV,D,TRUE,1975-01-14,60.3
94,house,H001011,J.,Edward,Hutchinson,NA,1914-10-13,MI,R,TRUE,1975-01-14,60.3
94,house,F000229,John,James,Flynt,Jr.,1914-11-08,GA,D,TRUE,1975-01-14,60.2
94,house,E000064,William,Donlon,Edwards,NA,1915-01-06,CA,D,TRUE,1975-01-14,60.0
94,house,A000212,Frank,NA,Annunzio,NA,1915-01-12,IL,D,TRUE,1975-01-14,60.0
94,house,D000043,George,Elmore,Danielson,NA,1915-02-20,CA,D,TRUE,1975-01-14,59.9
94,house,S000473,John,Mark,Slack,Jr.,1915-03-18,WV,D,TRUE,1975-01-14,59.8
94,house,M001035,John,Emerson,Moss,NA,1915-04-13,CA,D,TRUE,1975-01-14,59.8
94,house,H000563,Floyd,Verne,Hicks,NA,1915-05-29,WA,D,TRUE,1975-01-14,59.6
94,house,J000057,John,NA,Jarman,NA,1915-07-17,OK,R,TRUE,1975-01-14,59.5
94,house,C000228,Robert,Randolph,Casey,NA,1915-07-27,TX,D,TRUE,1975-01-14,59.5
94,house,D000279,Samuel,Leeper,Devine,NA,1915-12-21,OH,R,TRUE,1975-01-14,59.1
94,house,Q000013,James,Henry,Quillen,NA,1916-01-11,TN,R,TRUE,1975-01-14,59.0
94,house,F000286,Edwin,Bell,Forsythe,NA,1916-01-17,NJ,R,TRUE,1975-01-14,59.0
94,house,R000485,Edward,Ross,Roybal,NA,1916-02-10,CA,D,TRUE,1975-01-14,58.9
94,house,B000592,Corinne,Claiborne,Boggs,NA,1916-03-13,LA,D,TRUE,1975-01-14,58.8
94,house,R000421,Teno,NA,Roncalio,NA,1916-03-23,WY,D,TRUE,1975-01-14,58.8
