median_income,Type,shops_per_1000
70463,Dunkin Donuts,0.0
73678,Dunkin Donuts,0.481463649494463
88148,Dunkin Donuts,0.0
102102,Dunkin Donuts,0.119033448399
124444,Dunkin Donuts,0.0
93050,Dunkin Donuts,0.139392249790912
67012,Dunkin Donuts,0.163238654913484
67831,Dunkin Donuts,0.177462289263531
64973,Dunkin Donuts,0.341588385994876
110121,Dunkin Donuts,0.5424464334147
90073,Dunkin Donuts,0.148235991698784
101776,Dunkin Donuts,0.181028240405503
121000,Dunkin Donuts,0.195045835771406
104123,Dunkin Donuts,0.0
121719,Dunkin Donuts,0.0
89688,Dunkin Donuts,0.296428042092782
107275,Dunkin Donuts,0.0
82326,Dunkin Donuts,0.166917042230012
94792,Dunkin Donuts,0.0
77115,Dunkin Donuts,0.404776361060514
68772,Dunkin Donuts,0.0
110197,Dunkin Donuts,0.0
134318,Dunkin Donuts,0.225733634311512
120750,Dunkin Donuts,0.0
96000,Dunkin Donuts,0.296164667555161
80060,Dunkin Donuts,0.0
92159,Dunkin Donuts,0.163105529277443
97803,Dunkin Donuts,0.303306035790112
80644,Dunkin Donuts,0.479846449136276
72170,Dunkin Donuts,0.0
61376,Dunkin Donuts,0.142348754448399
38989,Dunkin Donuts,0.24931438544004
32308,Dunkin Donuts,0.0
57028,Dunkin Donuts,0.323624595469256
37183,Dunkin Donuts,0.0
45693,Dunkin Donuts,0.240731824747232
81964,Dunkin Donuts,0.0
58958,Dunkin Donuts,0.548747027620267
31205,Dunkin Donuts,0.0
12490,Dunkin Donuts,0.872219799389446
50588,Dunkin Donuts,0.0
69100,Dunkin Donuts,0.0
39162,Dunkin Donuts,0.0
51219,Dunkin Donuts,0.0
69565,Dunkin Donuts,0.0
41776,Dunkin Donuts,0.246184145741014
43672,Dunkin Donuts,0.0
36062,Dunkin Donuts,0.0
74396,Dunkin Donuts,0.223463687150838
68438,Dunkin Donuts,0.650406504065041
86250,Dunkin Donuts,0.152881822351322
63003,Dunkin Donuts,0.26567481402763
91019,Dunkin Donuts,0.173130193905817
84881,Dunkin Donuts,0.228414801279123
74423,Dunkin Donuts,0.294985250737463
57037,Dunkin Donuts,0.3385240352065
84436,Dunkin Donuts,0.0
93848,Dunkin Donuts,0.210970464135021
93281,Dunkin Donuts,0.358680057388809
76771,Dunkin Donuts,0.0
98333,Dunkin Donuts,0.334560053529609
90518,Dunkin Donuts,0.12809017548354
102583,Dunkin Donuts,0.662910175671197
71844,Dunkin Donuts,0.252270433905146
75461,Dunkin Donuts,0.606520090978014
103265,Dunkin Donuts,0.162100826714216
70508,Dunkin Donuts,0.0
120612,Dunkin Donuts,0.0
NA,Dunkin Donuts,0.0
69917,Dunkin Donuts,0.131078778345786
54669,Dunkin Donuts,0.786369593709043
49856,Dunkin Donuts,0.266880170803309
51065,Dunkin Donuts,0.508517670989067
90296,Dunkin Donuts,0.0
53891,Dunkin Donuts,0.361729064930367
80208,Dunkin Donuts,0.153350713080816
89656,Dunkin Donuts,0.0
86250,Dunkin Donuts,0.0
85921,Dunkin Donuts,0.0
91613,Dunkin Donuts,0.0
101974,Dunkin Donuts,0.218102508178844
65727,Dunkin Donuts,0.0
94205,Dunkin Donuts,0.0
109063,Dunkin Donuts,0.237586124970302
94688,Dunkin Donuts,0.0
100159,Dunkin Donuts,0.132819763580821
76324,Dunkin Donuts,0.0
76648,Dunkin Donuts,0.162680982593135
60076,Dunkin Donuts,0.269106566200215
94505,Dunkin Donuts,0.0
90288,Dunkin Donuts,0.177841010136938
64339,Dunkin Donuts,0.0
71205,Dunkin Donuts,0.41539739684298
59375,Dunkin Donuts,0.351246926589392
55383,Dunkin Donuts,0.0
60000,Dunkin Donuts,0.182381907714755
78216,Dunkin Donuts,0.162919517758227
76607,Dunkin Donuts,0.202634245187437
42981,Dunkin Donuts,0.734214390602056
53015,Dunkin Donuts,0.306372549019608
65446,Dunkin Donuts,0.0
52083,Dunkin Donuts,0.0
78250,Dunkin Donuts,0.0
70362,Dunkin Donuts,0.374111485222596
37819,Dunkin Donuts,0.0
54186,Dunkin Donuts,0.0
36667,Dunkin Donuts,0.17905102954342
44167,Dunkin Donuts,0.0
35962,Dunkin Donuts,0.0
53796,Dunkin Donuts,0.629128656810318
26165,Dunkin Donuts,0.0
40565,Dunkin Donuts,0.0
21219,Dunkin Donuts,0.0
49417,Dunkin Donuts,0.0
31198,Dunkin Donuts,0.138274336283186
31683,Dunkin Donuts,0.0
28690,Dunkin Donuts,0.0
47204,Dunkin Donuts,0.0
32228,Dunkin Donuts,0.0
29821,Dunkin Donuts,0.0
33359,Dunkin Donuts,0.192233756247597
17009,Dunkin Donuts,0.0
20172,Dunkin Donuts,0.0
13488,Dunkin Donuts,0.171998624011008
65000,Dunkin Donuts,0.0
40771,Dunkin Donuts,0.0
85726,Dunkin Donuts,0.0
99307,Dunkin Donuts,0.0
111923,Dunkin Donuts,0.0
125417,Dunkin Donuts,0.0
102773,Dunkin Donuts,0.0
99456,Dunkin Donuts,0.0
75197,Dunkin Donuts,0.0
106630,Dunkin Donuts,0.0
81680,Dunkin Donuts,0.936329588014981
85119,Dunkin Donuts,0.286779466590192
68350,Dunkin Donuts,0.0
72554,Dunkin Donuts,0.0
100278,Dunkin Donuts,1.284168042561
67367,Dunkin Donuts,0.0
103250,Dunkin Donuts,0.0
124622,Dunkin Donuts,0.0
47527,Dunkin Donuts,0.0
116830,Dunkin Donuts,0.0
57569,Dunkin Donuts,0.398089171974522
136875,Dunkin Donuts,0.348432055749129
54159,Dunkin Donuts,0.239808153477218
42763,Dunkin Donuts,0.0
52448,Dunkin Donuts,0.182748538011696
15054,Dunkin Donuts,0.0
53065,Dunkin Donuts,0.399201596806387
47869,Dunkin Donuts,0.0
46429,Dunkin Donuts,0.0
55125,Dunkin Donuts,0.0
62570,Dunkin Donuts,0.0
52170,Dunkin Donuts,0.0
47813,Dunkin Donuts,0.156592546194801
61016,Dunkin Donuts,0.0
94526,Dunkin Donuts,0.0
97305,Dunkin Donuts,0.0
83015,Dunkin Donuts,0.0
95085,Dunkin Donuts,0.0
99563,Dunkin Donuts,0.262743037309511
110109,Dunkin Donuts,1.18203309692671
16964,Dunkin Donuts,0.0
90761,Dunkin Donuts,0.0
27292,Dunkin Donuts,0.0
16710,Dunkin Donuts,0.0
82244,Dunkin Donuts,0.578536303153023
90268,Dunkin Donuts,1.6366612111293
19532,Dunkin Donuts,0.549450549450549
122540,Dunkin Donuts,0.0
13693,Dunkin Donuts,0.0
97500,Dunkin Donuts,0.0
105391,Dunkin Donuts,0.0
76765,Dunkin Donuts,0.0
96155,Dunkin Donuts,0.0
71000,Dunkin Donuts,0.31201248049922
42551,Dunkin Donuts,0.497017892644135
44239,Dunkin Donuts,0.0
27318,Dunkin Donuts,0.349162011173184
22332,Dunkin Donuts,0.0
19034,Dunkin Donuts,0.0
19311,Dunkin Donuts,0.0
16832,Dunkin Donuts,0.483325277912035
24903,Dunkin Donuts,0.500250125062531
51583,Dunkin Donuts,0.266666666666667
22170,Dunkin Donuts,0.213492741246798
53497,Dunkin Donuts,0.0
20741,Dunkin Donuts,0.283446712018141
21634,Dunkin Donuts,0.179597701149425
43688,Dunkin Donuts,0.0
32524,Dunkin Donuts,0.0
27787,Dunkin Donuts,0.0
25852,Dunkin Donuts,0.0
30985,Dunkin Donuts,0.0
26276,Dunkin Donuts,0.0
16599,Dunkin Donuts,0.0
31778,Dunkin Donuts,0.0
23067,Dunkin Donuts,0.395882818685669
24271,Dunkin Donuts,0.0
35125,Dunkin Donuts,0.0
40250,Dunkin Donuts,0.0
51667,Dunkin Donuts,0.659775676270068
24726,Dunkin Donuts,0.0
66250,Dunkin Donuts,0.319081046585833
61506,Dunkin Donuts,0.0
70798,Dunkin Donuts,0.0
34922,Dunkin Donuts,0.0
33242,Dunkin Donuts,0.0
44536,Dunkin Donuts,0.0
38342,Dunkin Donuts,0.0
47571,Dunkin Donuts,0.0
40000,Dunkin Donuts,0.0
39464,Dunkin Donuts,0.0
44028,Dunkin Donuts,0.0
50690,Dunkin Donuts,0.148500148500149
66198,Dunkin Donuts,0.0
36917,Dunkin Donuts,0.0
30360,Dunkin Donuts,0.0
28671,Dunkin Donuts,0.0
36762,Dunkin Donuts,0.0
48320,Dunkin Donuts,0.0
52485,Dunkin Donuts,0.208203206329377
49510,Dunkin Donuts,0.0
58426,Dunkin Donuts,0.0
76553,Dunkin Donuts,0.978952520802741
71367,Dunkin Donuts,0.223763705526964
65762,Dunkin Donuts,0.313479623824451
53517,Dunkin Donuts,0.0
46733,Dunkin Donuts,0.0
27715,Dunkin Donuts,0.208289939595918
59277,Dunkin Donuts,0.0
36000,Dunkin Donuts,0.0
68429,Dunkin Donuts,0.160590974787217
46341,Dunkin Donuts,0.0
74469,Dunkin Donuts,0.394944707740916
60095,Dunkin Donuts,0.0
67031,Dunkin Donuts,0.0
84020,Dunkin Donuts,0.0
77083,Dunkin Donuts,0.0
95556,Dunkin Donuts,0.0
81076,Dunkin Donuts,0.189071658158442
129875,Dunkin Donuts,0.668449197860963
71477,Dunkin Donuts,0.0
155417,Dunkin Donuts,0.0
54513,Dunkin Donuts,0.0
76375,Dunkin Donuts,0.0
80513,Dunkin Donuts,0.156543519098309
65712,Dunkin Donuts,0.0
100599,Dunkin Donuts,0.0
82321,Dunkin Donuts,0.0
80923,Dunkin Donuts,0.0
103476,Dunkin Donuts,0.198059021588433
112262,Dunkin Donuts,0.0
71875,Dunkin Donuts,0.587084148727984
72564,Dunkin Donuts,0.30229746070133
40968,Dunkin Donuts,0.0
63607,Dunkin Donuts,0.0
65375,Dunkin Donuts,0.24443901246639
30625,Dunkin Donuts,0.547645125958379
63621,Dunkin Donuts,0.0
76976,Dunkin Donuts,0.413223140495868
71570,Dunkin Donuts,0.0
50703,Dunkin Donuts,0.157654106889484
58690,Dunkin Donuts,0.0
53485,Dunkin Donuts,0.0
52268,Dunkin Donuts,0.0
61124,Dunkin Donuts,0.0
38429,Dunkin Donuts,1.7618040873854801
35308,Dunkin Donuts,0.0
57344,Dunkin Donuts,0.43878894251864897
48324,Dunkin Donuts,0.0
50829,Dunkin Donuts,0.223164472216023
51075,Dunkin Donuts,0.0
48892,Dunkin Donuts,0.0
58945,Dunkin Donuts,0.329815303430079
47642,Dunkin Donuts,0.363834818992178
47604,Dunkin Donuts,0.280112044817927
55217,Dunkin Donuts,0.326690623979092
56136,Dunkin Donuts,0.344530577088717
41023,Dunkin Donuts,0.472813238770686
42500,Dunkin Donuts,0.312695434646654
50139,Dunkin Donuts,0.0
58620,Dunkin Donuts,0.205803663305207
60081,Dunkin Donuts,0.253292806484296
91625,Dunkin Donuts,0.0
82361,Dunkin Donuts,0.0
60645,Dunkin Donuts,0.0
